id	name	type	location	team	initiationDate	finalisationDate	finalStatus
7250	Soccer-7250	Soccer	Erindale	Team-94	1999-07-16	1999-10-31	
7251	Dancing-7251	Dancing	Stawell	Team-69	2002-10-24	2004-09-13	
7252	Equestrian-7252	Equestrian	Moonee Ponds	Team-67	2009-11-15	2011-11-07	
7253	Basketball-7253	Basketball	Wheelers Hill	Team-74	2013-11-26	2015-10-29	
7254	Baseball-7254	Baseball	Clifton Beach (Qld)	Team-15	2007-04-02	2009-01-31	
7255	Kayak-7255	Kayak	Old Toongabbie	Team-72	2008-04-16	2010-03-26	
7256	Polo-7256	Polo	Cranbourne	Team-98	2018-04-02	2020-02-01	
7257	Pentathlon-7257	Pentathlon	Bridgeman Downs	Team-79	2000-09-23	2001-07-28	
7258	Canoe-7258	Canoe	Mount Eliza	Team-29	2009-10-06	2011-06-02	
7259	Equestrian-7259	Equestrian	Koongal	Team-76	2001-10-16	2003-09-19	
7260	Diving-7260	Diving	Woronora Heights	Team-70	2005-03-14	2007-03-17	
7261	Pentathlon-7261	Pentathlon	Ridgehaven	Team-21	2013-01-18	2014-03-26	
7262	Racquets-7262	Racquets	Cocoroc	Team-83	2004-10-12	2006-08-18	
7263	Badminton-7263	Badminton	Clyde (NSW)	Team-42	2013-05-27	2014-11-11	
7264	Diving-7264	Diving	Eaglemont	Team-94	2011-05-09	2013-04-10	
7265	Cycling-7265	Cycling	Englorie Park	Team-89	2018-04-26	2020-04-21	
7266	Canoe-7266	Canoe	Ballajura	Team-45	1999-12-12	2000-07-14	
7267	Softball-7267	Softball	Cannons Creek	Team-21	2004-06-19	2006-06-20	
7268	Weightlifting-7268	Weightlifting	Kensington (Vic.)	Team-5	2016-06-24	2017-11-25	
7269	Handball-7269	Handball	Equatorial Guinea	Team-4	2013-04-10	2014-08-11	
7270	Surfing-7270	Surfing	Ghana	Team-79	2009-03-09	2011-03-09	
7271	Basketball-7271	Basketball	Old Reynella	Team-2	2007-09-13	2007-11-01	
7272	Canoe-7272	Canoe	Lilydale (Vic.)	Team-9	2006-06-01	2008-04-03	
7273	Archery-7273	Archery	Mardi	Team-52	2015-12-11	2017-05-27	
7274	Water polo-7274	Water polo	Wedderburn (NSW)	Team-45	2004-01-28	2006-01-19	
7275	Soccer-7275	Soccer	Kentlyn	Team-64	2001-10-13	2003-08-27	
7276	Basketball-7276	Basketball	Narre Warren	Team-79	2002-05-09	2004-04-14	
7277	Handball-7277	Handball	Coomba Bay	Team-16	2014-05-26	2016-01-16	
7278	Archery-7278	Archery	Brunswick (Vic.)	Team-71	2009-02-19	2010-06-25	
7279	Water polo-7279	Water polo	Quinns Rocks	Team-39	2013-07-05	2013-11-27	
7280	Taekwondo-7280	Taekwondo	Yeronga	Team-83	2002-11-01	2004-08-13	
7281	Bowling-7281	Bowling	Woodberry	Team-2	2007-12-04	2008-08-04	
7282	Track and field-7282	Track and field	Calwell	Team-20	2001-04-18	2003-04-18	
7283	Water polo-7283	Water polo	Wildwood	Team-23	2011-09-23	2012-10-17	
7284	Tennis-7284	Tennis	Boronia	Team-62	2002-12-28	2003-03-08	
7285	Swimming-7285	Swimming	Heathridge	Team-77	2003-05-09	2005-05-09	
7286	Cricket-7286	Cricket	Iraq	Team-63	2014-12-28	2016-06-09	
7287	Surfing-7287	Surfing	Condell Park	Team-58	2001-10-10	2003-04-04	
7288	Handball-7288	Handball	Dianella	Team-93	2000-01-14	2001-12-23	
7289	Triathlon-7289	Triathlon	Gilead	Team-27	2018-07-25	2019-04-21	
7290	Pentathlon-7290	Pentathlon	Northcote	Team-74	2001-01-01	2002-12-15	
7291	Archery-7291	Archery	Moranbah	Team-40	2015-08-23	2017-03-16	
7292	Rugby union-7292	Rugby union	Mill Park	Team-76	2016-03-26	2016-05-26	
7293	Surfing-7293	Surfing	Ellen Grove	Team-31	2011-05-18	2013-03-24	
7294	Triathlon-7294	Triathlon	Hawthorn East	Team-33	2018-06-14	2020-05-29	
7295	Swimming-7295	Swimming	Leichhardt (NSW)	Team-29	2004-02-11	2005-08-11	
7296	Diving-7296	Diving	Hampton Park	Team-55	2008-10-07	2010-05-31	
7297	Rowing-7297	Rowing	Delahey	Team-9	2004-07-18	2006-03-04	
7298	Basketball-7298	Basketball	Malvern (SA)	Team-88	2015-02-05	2016-01-23	
7299	Wrestling-7299	Wrestling	Medina	Team-89	2008-05-08	2009-10-05	
7300	Soccer-7300	Soccer	Glen Iris (Vic.)	Team-19	2005-10-07	2006-05-09	
7301	Croquet-7301	Croquet	Regents Park (Qld)	Team-18	1999-09-13	2001-05-18	
7302	Kayak-7302	Kayak	Putney	Team-82	2016-11-17	2018-11-11	
7303	Volleyball-7303	Volleyball	Keysborough	Team-94	2017-02-13	2019-02-05	
7304	Cycling-7304	Cycling	Somerton Park	Team-36	2004-08-10	2006-08-08	
7305	Badminton-7305	Badminton	Cremorne (Vic.)	Team-83	2005-03-24	2006-06-11	
7306	Basketball-7306	Basketball	Middle Ridge	Team-3	2005-01-09	2006-01-25	
7307	Handball-7307	Handball	Narrandera	Team-36	2001-08-07	2003-05-07	
7308	Racquets-7308	Racquets	Bridgeman Downs	Team-93	2003-06-24	2005-03-24	
7309	Golf-7309	Golf	Christie Downs	Team-39	2017-02-11	2018-09-23	
7310	Hockey-7310	Hockey	Doolandella	Team-2	2013-06-14	2015-06-11	
7311	Triathlon-7311	Triathlon	Greenwich	Team-41	2011-09-21	2013-09-26	
7312	Lacrosse-7312	Lacrosse	Jewells	Team-44	2009-11-22	2011-05-10	
7313	Golf-7313	Golf	Camden South	Team-78	2002-05-28	2003-05-02	
7314	Canoe-7314	Canoe	Merrimu	Team-50	2001-03-07	2002-05-16	
7315	Diving-7315	Diving	Marayong	Team-67	2009-07-17	2009-12-10	
7316	Handball-7316	Handball	Asquith	Team-77	2010-12-04	2012-01-14	
7317	Wrestling-7317	Wrestling	Thornlands	Team-66	2016-04-09	2017-07-29	
7318	Water polo-7318	Water polo	Werrington Downs	Team-45	2014-08-19	2015-11-16	
7319	Equestrian-7319	Equestrian	Mitcham (Vic.)	Team-81	2015-06-24	2017-04-26	
7320	Surfing-7320	Surfing	Linley Point	Team-25	2016-04-19	2018-03-04	
7321	Pentathlon-7321	Pentathlon	North Shore (Vic.)	Team-45	2013-05-14	2015-04-18	
7322	Swimming-7322	Swimming	Condell Park	Team-69	2013-01-06	2014-04-18	
7323	Squash-7323	Squash	Kilsyth	Team-3	2007-12-27	2009-10-22	
7324	Triathlon-7324	Triathlon	Cordeaux Heights	Team-75	2015-01-24	2016-05-26	
7325	Netball-7325	Netball	Gunnedah	Team-27	2015-08-13	2017-05-07	
7326	Fencing-7326	Fencing	Marrickville	Team-3	2018-10-19	2020-07-31	
7327	Equestrian-7327	Equestrian	North Perth	Team-15	1999-10-15	2001-09-01	
7328	Netball-7328	Netball	Cambodia	Team-86	2009-01-17	2010-12-09	
7329	Gymnastics-7329	Gymnastics	Elanora	Team-98	2014-01-01	2015-12-24	
7330	Pentathlon-7330	Pentathlon	Paterson (Qld)	Team-11	2003-05-07	2005-01-30	
7331	Canoe-7331	Canoe	Seven Hills (NSW)	Team-49	2010-12-09	2011-11-27	
7332	Canoe-7332	Canoe	Campsie	Team-90	2007-11-13	2009-05-14	
7333	Lacrosse-7333	Lacrosse	Birchgrove	Team-96	1999-06-17	2000-03-16	
7334	Climbing-7334	Climbing	Pimlico (Qld)	Team-67	2016-09-27	2017-06-05	
7335	Climbing-7335	Climbing	Mount Barker (SA)	Team-78	2017-06-21	2019-05-06	
7336	Rugby 7s-7336	Rugby 7s	Redfern	Team-15	2007-09-27	2009-09-04	
7337	Badminton-7337	Badminton	Monash (ACT)	Team-51	2012-04-08	2014-02-27	
7338	Shooting-7338	Shooting	Red Hill South	Team-83	2006-03-01	2007-07-13	
7339	Gymnastics-7339	Gymnastics	Corinda	Team-80	2013-10-19	2015-08-19	
7340	Boxing-7340	Boxing	Edgewater	Team-86	2009-10-06	2011-01-05	
7341	Handball-7341	Handball	Lathlain	Team-19	2006-05-04	2007-11-07	
7342	Baseball-7342	Baseball	Pinjarra Hills	Team-23	2008-06-16	2010-04-07	
7343	Canoe-7343	Canoe	Raglan (Vic.)	Team-39	1999-09-01	2001-03-07	
7344	Hockey-7344	Hockey	Upper Lansdowne	Team-35	2002-06-23	2004-04-29	
7345	Pentathlon-7345	Pentathlon	Rockdale	Team-26	2012-02-18	2013-08-27	
7346	Basketball-7346	Basketball	Libya	Team-34	2003-09-14	2005-06-26	
7347	Golf-7347	Golf	Ashfield (WA)	Team-47	2002-02-18	2003-11-13	
7348	Boxing-7348	Boxing	Quialigo	Team-63	2009-11-11	2010-01-02	
7349	Rugby union-7349	Rugby union	Main Beach	Team-55	2008-05-18	2010-03-08	
7350	Water polo-7350	Water polo	Tugun	Team-98	2000-12-15	2001-04-09	
7351	Croquet-7351	Croquet	No usual address (SA)	Team-50	2015-01-19	2016-05-20	
7352	Diving-7352	Diving	Lebanon	Team-31	2004-07-11	2006-04-12	
7353	Boxing-7353	Boxing	Doncaster East	Team-33	2006-02-25	2008-02-17	
7354	Rugby 7s-7354	Rugby 7s	Munruben	Team-58	2001-11-11	2003-07-12	
7355	Cycling-7355	Cycling	Mount Isa	Team-23	2006-04-08	2008-03-26	
7356	Squash-7356	Squash	Pennington	Team-41	2012-11-28	2014-10-19	
7357	Track and field-7357	Track and field	Northcote	Team-86	2016-09-23	2017-09-01	
7358	Hockey-7358	Hockey	Winston Hills	Team-98	1999-07-05	2001-01-25	
7359	Volleyball-7359	Volleyball	Haiti	Team-53	2017-08-15	2019-07-15	
7360	Rugby union-7360	Rugby union	Cairnlea	Team-64	2000-08-25	2002-01-31	
7361	Handball-7361	Handball	Glen Alpine	Team-75	2005-02-01	2006-08-12	
7362	Fencing-7362	Fencing	Glossodia	Team-64	2003-06-26	2005-05-22	
7363	Softball-7363	Softball	Clarkson	Team-63	2013-11-08	2015-04-16	
7364	Swimming-7364	Swimming	Indonesia	Team-66	2016-08-28	2018-07-22	
7365	Equestrian-7365	Equestrian	Berrinba	Team-95	2002-12-05	2004-06-13	
7366	Fencing-7366	Fencing	Leichhardt (NSW)	Team-14	2000-05-01	2000-06-01	
7367	Swimming-7367	Swimming	Crafers West	Team-69	2009-10-11	2011-04-15	
7368	Bowling-7368	Bowling	Royston Park	Team-33	1999-08-10	2001-04-13	
7369	Karate-7369	Karate	Pallarenda	Team-31	2013-02-09	2015-02-03	
7370	Wrestling-7370	Wrestling	Leichhardt (NSW)	Team-15	2009-04-28	2011-04-15	
7371	Weightlifting-7371	Weightlifting	Trinity Beach	Team-63	2006-03-18	2008-03-14	
7372	Squash-7372	Squash	Burleigh Heads	Team-20	2000-10-11	2002-09-26	
7373	Canoe-7373	Canoe	Cammeray	Team-90	2010-05-13	2012-01-26	
7374	Baseball-7374	Baseball	Toolondo	Team-73	2013-08-25	2015-04-30	
7375	Water polo-7375	Water polo	Woolloomooloo	Team-92	2010-12-25	2012-11-02	
7376	Dancing-7376	Dancing	Macedon	Team-12	2006-10-17	2007-09-07	
7377	Track and field-7377	Track and field	Glenelg South	Team-32	2011-11-04	2013-06-08	
7378	Boxing-7378	Boxing	Brunswick West	Team-5	2012-09-01	2014-05-06	
7379	Rugby 7s-7379	Rugby 7s	Thornbury	Team-82	2016-04-09	2018-03-15	
7380	Gymnastics-7380	Gymnastics	Banks	Team-64	2013-04-05	2013-09-06	
7381	Bowling-7381	Bowling	Pendle Hill	Team-16	2017-11-18	2019-05-15	
7382	Taekwondo-7382	Taekwondo	Ryde	Team-56	2003-06-18	2005-03-06	
7383	Climbing-7383	Climbing	Frankston South	Team-28	2014-03-18	2016-03-21	
7384	Polo-7384	Polo	Colombia	Team-33	2003-07-04	2004-10-13	
7385	Rowing-7385	Rowing	Banksia	Team-34	2018-01-16	2019-02-16	
7386	Water polo-7386	Water polo	Collaroy (NSW)	Team-21	2014-08-26	2016-08-26	
7387	Water polo-7387	Water polo	St James (WA)	Team-91	2015-10-11	2017-02-03	
7388	Softball-7388	Softball	Brendale	Team-29	2017-01-19	2018-06-14	
7389	Canoe-7389	Canoe	Ashcroft	Team-9	2016-04-27	2018-02-21	
7390	Golf-7390	Golf	Alexandra Hills	Team-84	2012-01-26	2013-12-18	
7391	Croquet-7391	Croquet	Castle Hill (NSW)	Team-30	2008-09-20	2010-07-14	
7392	Volleyball-7392	Volleyball	Naracoorte	Team-40	2016-02-26	2017-12-23	
7393	Baseball-7393	Baseball	Riverside (NSW)	Team-5	2006-06-23	2008-04-15	
7394	Water polo-7394	Water polo	Vista	Team-87	2006-09-28	2008-05-19	
7395	Cycling-7395	Cycling	Cossack (NT)	Team-93	2008-09-26	2010-07-11	
7396	Dancing-7396	Dancing	Fairy Meadow	Team-41	2005-09-06	2006-09-14	
7397	Gymnastics-7397	Gymnastics	Germany	Team-89	2004-05-02	2005-07-13	
7398	Water polo-7398	Water polo	South Wharf	Team-83	2000-01-10	2001-05-17	
7399	Rugby 7s-7399	Rugby 7s	Hornsby	Team-13	2017-09-16	2019-09-07	
7400	Taekwondo-7400	Taekwondo	Toolern Vale	Team-58	2014-06-04	2016-05-10	
7401	Cricket-7401	Cricket	Altona Meadows	Team-79	2016-10-24	2018-10-28	
7402	Archery-7402	Archery	Cameroon	Team-63	2001-03-19	2003-02-17	
7403	Climbing-7403	Climbing	Doveton	Team-83	2002-08-28	2004-08-06	
7404	Track and field-7404	Track and field	South Africa	Team-41	2007-07-08	2009-06-10	
7405	Soccer-7405	Soccer	Maroubra	Team-12	2013-08-09	2015-07-28	
7406	Croquet-7406	Croquet	Kellyville Ridge	Team-7	2011-06-08	2012-08-02	
7407	Archery-7407	Archery	Ultimo	Team-29	2006-01-06	2006-01-28	
7408	Weightlifting-7408	Weightlifting	Bridgeman Downs	Team-6	2003-06-09	2004-12-05	
7409	Wrestling-7409	Wrestling	Mulgrave (Vic.)	Team-21	2015-05-21	2017-04-06	
7410	Fencing-7410	Fencing	El Salvador	Team-32	2018-11-28	2020-09-01	
7411	Diving-7411	Diving	Hackett	Team-29	2012-05-05	2013-12-21	
7412	Kayak-7412	Kayak	Pottsville	Team-33	2001-03-23	2002-07-31	
7413	Boxing-7413	Boxing	Ridgehaven	Team-98	2007-04-14	2008-02-24	
7414	Tennis-7414	Tennis	Longwarry	Team-82	2003-04-14	2005-03-24	
7415	Canoe-7415	Canoe	Lawson (ACT)	Team-77	2006-09-03	2008-02-17	
7416	Swimming-7416	Swimming	Bunglegumbie	Team-33	2016-08-23	2017-08-03	
7417	Wrestling-7417	Wrestling	Mirrabooka (WA)	Team-4	2011-11-05	2013-03-14	
7418	Badminton-7418	Badminton	Slacks Creek	Team-48	2006-09-03	2008-08-18	
7419	Dancing-7419	Dancing	Secret Harbour	Team-87	2001-11-27	2003-08-11	
7420	Pentathlon-7420	Pentathlon	Mangerton	Team-22	2003-12-09	2005-11-14	
7421	Rugby 7s-7421	Rugby 7s	Bithramere	Team-12	2003-05-06	2005-02-14	
7422	Gymnastics-7422	Gymnastics	Robina	Team-67	2012-11-01	2014-04-09	
7423	Track and field-7423	Track and field	Meadowbrook	Team-3	2006-02-20	2007-05-29	
7424	Boxing-7424	Boxing	Yarra Junction	Team-71	1999-12-07	2001-09-07	
7425	Kayak-7425	Kayak	Hallam	Team-26	2011-11-20	2013-08-12	
7426	Polo-7426	Polo	Tweed Heads	Team-10	2008-09-27	2010-07-19	
7427	Cricket-7427	Cricket	Mermaid Waters	Team-42	2003-08-28	2005-03-01	
7428	Volleyball-7428	Volleyball	Poland	Team-88	2010-07-01	2012-04-06	
7429	Archery-7429	Archery	Auburn (NSW)	Team-96	2007-01-16	2007-03-24	
7430	Triathlon-7430	Triathlon	North Ryde	Team-34	2006-08-10	2008-06-02	
7431	Canoe-7431	Canoe	Kingsley	Team-59	2002-11-19	2004-11-23	
7432	Judo-7432	Judo	Berala	Team-58	2007-03-12	2007-11-08	
7433	Pentathlon-7433	Pentathlon	Braeside	Team-31	2012-03-26	2014-02-05	
7434	Surfing-7434	Surfing	Knoxfield	Team-40	2010-09-12	2011-08-08	
7435	Rugby 7s-7435	Rugby 7s	Ellen Grove	Team-5	2003-08-27	2005-06-07	
7436	Sailing-7436	Sailing	Nicholls	Team-78	2007-08-26	2009-01-03	
7437	Soccer-7437	Soccer	Kurnell	Team-91	2002-08-16	2003-03-05	
7438	Sailing-7438	Sailing	Burundi	Team-41	2003-02-19	2005-01-21	
7439	Rowing-7439	Rowing	Kanyapella	Team-11	2016-10-01	2018-06-03	
7440	Weightlifting-7440	Weightlifting	South Morang	Team-27	2018-01-23	2019-07-12	
7441	Rowing-7441	Rowing	Parklea	Team-74	2007-05-07	2009-04-05	
7442	Tennis-7442	Tennis	Botanic Ridge	Team-94	1999-02-23	2000-11-08	
7443	Climbing-7443	Climbing	Boronia Heights	Team-92	2016-01-23	2017-11-27	
7444	Gymnastics-7444	Gymnastics	Mangerton	Team-65	2006-09-05	2008-08-27	
7445	Croquet-7445	Croquet	Williamstown (Vic.)	Team-76	2004-02-28	2004-04-16	
7446	Bowling-7446	Bowling	Clemton Park	Team-23	2012-07-20	2014-07-06	
7447	Handball-7447	Handball	Norah Head	Team-54	2012-04-14	2013-08-07	
7448	Equestrian-7448	Equestrian	Essendon West	Team-19	2004-09-25	2006-08-03	
7449	Basketball-7449	Basketball	Mount Pritchard	Team-93	2001-11-01	2003-07-08	
7450	Rugby union-7450	Rugby union	Mysterton	Team-29	1999-09-09	2001-09-03	
7451	Lacrosse-7451	Lacrosse	Davenport (WA)	Team-24	2008-01-22	2010-01-25	
7452	Surfing-7452	Surfing	Manly (NSW)	Team-43	2008-11-03	2010-10-22	
7453	Polo-7453	Polo	Wannanup	Team-87	2000-05-24	2002-03-02	
7454	Diving-7454	Diving	Merriwa (WA)	Team-75	2000-02-25	2002-03-02	
7455	Wrestling-7455	Wrestling	Vietnam	Team-27	2014-01-14	2014-07-11	
7456	Gymnastics-7456	Gymnastics	Invermay (Tas.)	Team-94	2006-04-27	2007-10-22	
7457	Gymnastics-7457	Gymnastics	Kedron	Team-61	2003-12-17	2005-11-15	
7458	Lacrosse-7458	Lacrosse	Forrestfield	Team-21	2007-12-22	2008-12-18	
7459	Swimming-7459	Swimming	Sandy Bay	Team-53	2005-03-15	2006-08-31	
7460	Racquets-7460	Racquets	Beaconsfield (Vic.)	Team-42	2017-04-05	2017-11-06	
7461	Rugby 7s-7461	Rugby 7s	Southern River	Team-2	1999-08-09	2001-07-19	
7462	Equestrian-7462	Equestrian	Silverwater (Auburn - NSW)	Team-55	2018-04-24	2019-09-28	
7463	Softball-7463	Softball	Laverton (Vic.)	Team-24	2002-03-23	2003-11-17	
7464	Cycling-7464	Cycling	Sandringham (NSW)	Team-52	2004-06-24	2005-07-16	
7465	Taekwondo-7465	Taekwondo	Palm Beach (NSW)	Team-28	2009-09-13	2011-08-20	
7466	Archery-7466	Archery	Afghanistan	Team-24	2017-03-02	2018-04-23	
7467	Soccer-7467	Soccer	Mullaway	Team-58	2010-12-07	2012-10-05	
7468	Canoe-7468	Canoe	Wildwood	Team-12	2011-11-06	2013-11-11	
7469	Tennis-7469	Tennis	Point Cook	Team-6	2018-11-17	2020-10-02	
7470	Rowing-7470	Rowing	Brunswick West	Team-60	2011-06-16	2011-07-24	
7471	Rowing-7471	Rowing	Niger	Team-50	2012-01-19	2013-08-04	
7472	Cricket-7472	Cricket	Mascot	Team-98	2014-03-15	2016-01-17	
7473	Cricket-7473	Cricket	Silverdale (NSW)	Team-39	2018-06-01	2019-02-03	
7474	Basketball-7474	Basketball	Constitution Hill	Team-51	2001-10-03	2003-05-16	
7475	Equestrian-7475	Equestrian	Broadwood	Team-34	2000-11-21	2002-09-29	
7476	Croquet-7476	Croquet	Willetton	Team-32	2007-12-09	2009-10-28	
7477	Polo-7477	Polo	Mandurah	Team-98	2017-06-13	2018-07-05	
7478	Shooting-7478	Shooting	Willoughby (NSW)	Team-8	2005-01-28	2006-10-20	
7479	Rugby 7s-7479	Rugby 7s	Lysterfield	Team-91	2017-11-03	2019-04-10	
7480	Track and field-7480	Track and field	Traralgon South	Team-40	2017-02-10	2018-02-03	
7481	Cricket-7481	Cricket	Argentina	Team-53	2001-04-12	2001-10-23	
7482	Wrestling-7482	Wrestling	Duncraig	Team-83	2013-05-25	2014-10-12	
7483	Lacrosse-7483	Lacrosse	Malta	Team-58	2001-09-17	2003-06-20	
7484	Polo-7484	Polo	Mortdale	Team-26	2008-05-24	2009-11-18	
7485	Fencing-7485	Fencing	Gowrie (ACT)	Team-9	2010-03-24	2012-01-13	
7486	Golf-7486	Golf	Iran	Team-96	2016-08-11	2018-03-08	
7487	Canoe-7487	Canoe	Southern River	Team-81	2006-07-09	2007-03-30	
7488	Soccer-7488	Soccer	Badger Creek	Team-50	2016-11-22	2016-12-28	
7489	Hockey-7489	Hockey	Point Arkwright	Team-35	2011-09-14	2013-02-08	
7490	Shooting-7490	Shooting	Thornlands	Team-76	2005-05-16	2007-04-10	
7491	Badminton-7491	Badminton	North Bondi	Team-76	2009-03-18	2009-04-21	
7492	Gymnastics-7492	Gymnastics	Armenia	Team-10	2003-07-17	2005-04-29	
7493	Gymnastics-7493	Gymnastics	Greenbank	Team-78	2010-03-07	2012-03-03	
7494	Gymnastics-7494	Gymnastics	Hungary	Team-15	2007-02-17	2008-10-26	
7495	Polo-7495	Polo	Penshurst (NSW)	Team-91	2017-02-10	2018-11-07	
7496	Pentathlon-7496	Pentathlon	Palmerston (ACT)	Team-84	2016-01-06	2017-03-20	
7497	Croquet-7497	Croquet	Cameroon	Team-15	2008-12-22	2010-11-17	
7498	Surfing-7498	Surfing	Burnley	Team-82	2000-12-07	2002-11-23	
7499	Diving-7499	Diving	Guinea	Team-90	2000-07-10	2002-04-19	
7500	Wrestling-7500	Wrestling	Great Britain	Team-84	1999-06-18	2001-05-06	
7501	Rugby union-7501	Rugby union	Moonee Beach	Team-71	2017-11-15	2018-03-02	
7502	Basketball-7502	Basketball	Armstrong Beach	Team-55	2009-04-18	2010-12-31	
7503	Diving-7503	Diving	Daglish	Team-22	2017-11-19	2019-03-20	
7504	Boxing-7504	Boxing	Wheelers Hill	Team-57	2004-04-23	2005-12-13	
7505	Track and field-7505	Track and field	Poland	Team-32	2009-03-10	2010-09-12	
7506	Lacrosse-7506	Lacrosse	Seville	Team-68	2007-01-10	2008-12-27	
7507	Basketball-7507	Basketball	Stanmore (NSW)	Team-18	2003-02-18	2004-05-04	
7508	Baseball-7508	Baseball	Carseldine	Team-95	2016-08-21	2018-04-01	
7509	Polo-7509	Polo	Stockleigh	Team-74	2012-10-11	2014-06-15	
7510	Triathlon-7510	Triathlon	Yarram	Team-68	2001-06-22	2002-12-12	
7511	Handball-7511	Handball	Balwyn	Team-51	2001-06-09	2003-03-02	
7512	Kayak-7512	Kayak	Glen Huntly	Team-76	2015-07-02	2017-02-02	
7513	Swimming-7513	Swimming	Ashcroft	Team-20	2008-03-13	2010-01-23	
7514	Badminton-7514	Badminton	Birchgrove	Team-32	2006-10-20	2008-04-12	
7515	Rowing-7515	Rowing	Burundi	Team-76	1999-04-02	2000-06-01	
7516	Sailing-7516	Sailing	South Brisbane	Team-68	2016-10-20	2018-09-23	
7517	Fencing-7517	Fencing	Olinda (Vic.)	Team-52	2016-01-06	2017-08-23	
7518	Water polo-7518	Water polo	Katherine South	Team-56	2003-03-16	2005-01-23	
7519	Croquet-7519	Croquet	Wynnum	Team-41	2003-08-18	2003-09-06	
7520	Kayak-7520	Kayak	Balga	Team-74	2017-08-19	2018-08-12	
7521	Cycling-7521	Cycling	Mount Rascal	Team-4	2008-12-12	2010-04-17	
7522	Polo-7522	Polo	East Maitland	Team-42	2016-09-16	2017-10-14	
7523	Fencing-7523	Fencing	Cardiff (NSW)	Team-78	2006-05-12	2006-12-24	
7524	Water polo-7524	Water polo	Drummoyne	Team-88	2002-08-01	2003-03-15	
7525	Kayak-7525	Kayak	Fletcher (NSW)	Team-97	2016-11-21	2018-09-14	
7526	Triathlon-7526	Triathlon	New Port	Team-44	2015-09-09	2016-12-03	
7527	Racquets-7527	Racquets	Cromer (NSW)	Team-45	2016-03-22	2018-03-13	
7528	Rugby 7s-7528	Rugby 7s	Loganholme	Team-6	2009-09-13	2011-08-11	
7529	Wrestling-7529	Wrestling	Plympton Park	Team-82	2015-11-01	2017-06-06	
7530	Pentathlon-7530	Pentathlon	Lewisham (Tas.)	Team-23	2001-01-20	2002-07-17	
7531	Rugby 7s-7531	Rugby 7s	Bayview Heights	Team-30	2016-01-20	2018-01-08	
7532	Lacrosse-7532	Lacrosse	Castle Hill (NSW)	Team-38	2014-10-18	2016-04-24	
7533	Rowing-7533	Rowing	Bangalee (NSW)	Team-44	2005-12-20	2007-11-08	
7534	Archery-7534	Archery	Mornington (Vic.)	Team-74	2004-05-02	2005-08-27	
7535	Climbing-7535	Climbing	Cedar Vale	Team-8	2010-02-19	2011-11-30	
7536	Kayak-7536	Kayak	Mount Camel	Team-38	2001-02-04	2002-10-29	
7537	Softball-7537	Softball	Mount Pritchard	Team-61	2007-12-14	2009-10-29	
7538	Cycling-7538	Cycling	Philippines	Team-9	2011-02-14	2013-01-16	
7539	Sailing-7539	Sailing	Millbridge	Team-30	2009-11-19	2011-08-28	
7540	Badminton-7540	Badminton	Pearsall	Team-1	2010-02-19	2011-07-25	
7541	Diving-7541	Diving	Victoria Point (Qld)	Team-39	2016-08-21	2018-04-24	
7542	Diving-7542	Diving	Mooroobool	Team-70	2010-04-21	2011-12-28	
7543	Boxing-7543	Boxing	Ormiston	Team-22	2015-09-25	2017-01-06	
7544	Baseball-7544	Baseball	Solomon Islands	Team-97	2014-01-14	2016-01-16	
7545	Pentathlon-7545	Pentathlon	Pelican Point (WA)	Team-34	2009-04-24	2011-03-13	
7546	Shooting-7546	Shooting	Timor Leste	Team-46	2000-05-04	2002-03-20	
7547	Triathlon-7547	Triathlon	Medlow Bath	Team-30	2008-05-06	2009-11-22	
7548	Taekwondo-7548	Taekwondo	Smithfield (Qld)	Team-92	2014-08-10	2016-02-12	
7549	Croquet-7549	Croquet	Taigum	Team-54	2015-10-21	2017-09-25	
7550	Karate-7550	Karate	Homebush West	Team-96	2011-07-21	2013-07-01	
7551	Racquets-7551	Racquets	Cooltong	Team-40	2007-08-25	2009-06-13	
7552	Basketball-7552	Basketball	Cranbrook (Qld)	Team-54	2001-10-19	2003-08-19	
7553	Boxing-7553	Boxing	Bella Vista	Team-96	2002-09-10	2003-04-22	
7554	Equestrian-7554	Equestrian	Lake Albert	Team-19	2010-03-26	2011-05-01	
7555	Croquet-7555	Croquet	Victor Harbor	Team-51	2011-03-27	2012-08-08	
7556	Archery-7556	Archery	Kentlyn	Team-35	2010-08-09	2011-08-08	
7557	Handball-7557	Handball	Ardross	Team-73	2000-11-22	2002-10-05	
7558	Cycling-7558	Cycling	Georges Hall	Team-25	2016-07-15	2018-02-11	
7559	Rugby 7s-7559	Rugby 7s	Ingleside	Team-15	2018-01-23	2019-12-16	
7560	Karate-7560	Karate	Lyndoch	Team-91	2011-04-01	2013-01-03	
7561	Netball-7561	Netball	Burleigh Heads	Team-64	2015-10-05	2017-08-06	
7562	Karate-7562	Karate	Dysart (Qld)	Team-60	2013-09-13	2014-12-06	
7563	Cricket-7563	Cricket	Kew (Vic.)	Team-7	2017-10-02	2019-06-24	
7564	Bowling-7564	Bowling	Lakemba	Team-97	2009-04-05	2010-08-18	
7565	Lacrosse-7565	Lacrosse	Kingsgrove	Team-80	2006-05-01	2008-04-11	
7566	Track and field-7566	Track and field	Bringelly	Team-82	2001-03-16	2002-10-16	
7567	Hockey-7567	Hockey	Lalor	Team-91	2008-04-17	2010-03-18	
